City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
228,talnakh,69.4865,88.3972,-7.659999999999968,95,100,3.5,RU,1712606495
229,san jose de feliciano,-30.3845,-58.7517,23.510000000000048,72,89,2.23,AR,1712606495
230,tselinnoye,53.0833,85.6667,7.830000000000041,82,94,3.24,RU,1712606495
231,dwarka,22.2394,68.9678,25.74000000000001,75,0,7.13,IN,1712606452
232,port macquarie,-31.4333,152.9167,15.5,90,100,2.58,AU,1712606226
233,yuanping,38.7153,112.7575,10.120000000000005,72,82,1.07,CN,1712606495
234,mata-utu,-13.2816,-176.1745,29.560000000000002,76,100,3.83,WF,1712606495
235,calama,-22.4667,-68.9333,25.27000000000004,20,0,9.77,CL,1712606418
236,merritt,50.1123,-120.7942,10.740000000000009,46,100,2.24,CA,1712606495
237,evanston,42.0411,-87.6901,20.340000000000032,43,0,7.2,US,1712606237
238,sakchu-up,40.3894,125.0467,2.4700000000000273,47,0,2.88,KP,1712606495
239,port mathurin,-19.6833,63.4167,26.78000000000003,81,21,4.63,MU,1712606466
240,taltal,-25.4,-70.4833,19.79000000000002,73,27,3.35,CL,1712606421
241,daru,-9.0763,143.2092,26.78000000000003,85,100,0.93,PG,1712606496
242,uva,56.9908,52.1852,4.680000000000007,100,100,3.55,RU,1712606496
243,frankfort,-27.2667,28.4833,14.600000000000023,95,99,5.34,ZA,1712606496
244,weno,7.4515,151.8468,27.970000000000027,94,100,1.54,FM,1712606221
245,nicoya,10.1483,-85.452,35.03000000000003,40,87,3.68,CR,1712606497
246,weyburn,49.6668,-103.8511,12.120000000000005,37,94,3.09,CA,1712606207
247,joshimath,30.5667,79.5667,5.4500000000000455,44,0,4.93,IN,1712606497
248,tomatlan,19.9333,-105.25,33.78000000000003,25,16,5.47,MX,1712606497
249,iskateley,67.6803,53.1512,-18.879999999999967,100,81,2.24,RU,1712606498
250,lucapa,-8.4192,20.7447,20.29000000000002,95,99,1.18,AO,1712606498
251,susuman,62.7833,148.1667,-13.339999999999975,97,100,1.34,RU,1712606246
252,kolondieba,11.0882,-6.8926,33.460000000000036,33,76,0.89,ML,1712606498
253,aasiaat,68.7098,-52.8699,-6.239999999999952,86,95,1.86,GL,1712606498
254,pemba,-12.974,40.5178,29.010000000000048,79,40,3.58,MZ,1712606498
255,sabha,27.0377,14.4283,23.29000000000002,11,0,3.49,LY,1712606458
256,alofi,-19.0595,-169.9187,24.939999999999998,94,100,7.2,NU,1712606498
257,ribeira grande,38.5167,-28.7,17.220000000000027,94,75,6.26,PT,1712606498
258,darwin,-12.4611,130.8418,25.99000000000001,81,100,2.06,AU,1712606222
259,comodoro rivadavia,-45.8667,-67.5,7.920000000000016,71,75,7.2,AR,1712606460
260,sharlyk,52.9167,54.75,6.420000000000016,95,100,3.87,RU,1712606499
261,barah,13.7,30.3667,25.600000000000023,11,11,4.62,SD,1712606420
262,lazaro cardenas,17.9583,-102.2,28.03000000000003,56,9,4.85,MX,1712606499
263,east london,-33.0153,27.9116,20.55000000000001,83,90,3.93,ZA,1712606466
